fid,INSEE_COM,NOM_COM,IRIS,CODE_IRIS,NOM_IRIS,TYP_IRIS,mapped,pop_cov,area_cov
1168,35232,Princé,0,352320000,Princé,Z,1167,0.6914,0.7857
1169,35233,Québriac,0,352330000,Québriac,Z,1168,0.7671,0.7227
1170,35234,Quédillac,0,352340000,Quédillac,Z,1169,0.9245,0.898
1171,35235,Rannée,0,352350000,Rannée,Z,1170,0.8052,0.8067
1172,35236,Redon,104,352360104,La Houssaye Lanrua-Nord,H,1171,0.8806,0.8792
1173,35236,Redon,102,352360102,Beaumont-Nord,H,1172,0.9981,0.9975
1174,35236,Redon,103,352360103,Bellevue,H,1173,0.9966,0.9969
1175,35236,Redon,101,352360101,Centre- Le Port,H,1174,1,1
1176,35237,Renac,0,352370000,Renac,Z,1175,0.963,0.9374
1177,35238,Rennes,704,352380704,Za Sud Est,A,1176,1,1
1178,35238,Rennes,107,352380107,Dalle du Colombier,H,1177,1,1
1179,35238,Rennes,303,352380303,Rue de Brest Est,H,1178,1,1
1180,35238,Rennes,507,352380507,Morbihan Est,H,1179,1,1
1181,35238,Rennes,903,352380903,Cleunay Est,H,1180,1,1
1182,35238,Rennes,1104,352381104,Torigne Ouest,H,1181,1,1
1183,35238,Rennes,1109,352381109,Henri Freville Sud Est,H,1182,1,1
1184,35238,Rennes,105,352380105,Liberte Champ de Mars,H,1183,1,1
1185,35238,Rennes,510,352380510,Les Gayeulles,D,1184,1,1
1186,35238,Rennes,902,352380902,La Mabilais,H,1185,1,1
1187,35238,Rennes,807,352380807,Villeneuve,H,1186,1,1
1188,35238,Rennes,1206,352381206,Saint-Yves,H,1187,1,1
1189,35238,Rennes,805,352380805,Haut Quineleu,H,1188,1,1
1190,35238,Rennes,605,352380605,Campus de Beaulieu,H,1189,1,1
1191,35238,Rennes,304,352380304,La Touche,H,1190,1,1
1192,35238,Rennes,208,352380208,Laennec Dupont des Loges,H,1191,1,1
1193,35238,Rennes,1103,352381103,Sainte-Elizabeth Grece,H,1192,1,1
1194,35238,Rennes,806,352380806,Margueritte,H,1193,1,1
1195,35238,Rennes,808,352380808,La Madeleine Mauconseil,H,1194,1,1
1196,35238,Rennes,1101,352381101,Le Landrel Ouest,H,1195,1,1
1197,35238,Rennes,506,352380506,Morbihan Ouest,H,1196,1,1
1198,35238,Rennes,202,352380202,Les Mottais,H,1197,1,1
1199,35238,Rennes,705,352380705,La Poterie Sud,H,1198,1,1
1200,35238,Rennes,1004,352381004,Villejean Nord Ouest,H,1199,1,1
1201,35238,Rennes,203,352380203,Jean Mace,H,1200,1,1
1202,35238,Rennes,308,352380308,Za Ouest,A,1201,1,1
1203,35238,Rennes,1207,352381207,Les Champs Manceaux,H,1202,1,1
1204,35238,Rennes,901,352380901,Arsenal,H,1203,1,1
1205,35238,Rennes,801,352380801,Albert de Mun,H,1204,1,1
1206,35238,Rennes,604,352380604,Les Longs Champs Sud,H,1205,1,1
1207,35238,Rennes,702,352380702,Cimetiere de l'Est,H,1206,1,1
1208,35238,Rennes,1106,352381106,Saint-Benoit,H,1207,1,1
1209,35238,Rennes,1006,352381006,Dalle Kennedy,H,1208,1,1
1210,35238,Rennes,1202,352381202,Henri Freville Sud Ouest,H,1209,1,1
1211,35238,Rennes,503,352380503,Le Gast Ouest,H,1210,1,1
1212,35238,Rennes,1108,352381108,Portugal,H,1211,1,1
1213,35238,Rennes,1107,352381107,Suisse,H,1212,1,1
1214,35238,Rennes,701,352380701,Croix Saint-Helier,H,1213,1,1
1215,35238,Rennes,601,352380601,Parc de Maurepas,H,1214,1,1
1216,35238,Rennes,103,352380103,Parlement,H,1215,1,1
1217,35238,Rennes,502,352380502,Brno,H,1216,1,1
1218,35238,Rennes,201,352380201,Jules Ferry,H,1217,1,1
1219,35238,Rennes,703,352380703,Le Landry,H,1218,1,1
1220,35238,Rennes,504,352380504,Le Gast Est,H,1219,1,1
1221,35238,Rennes,302,352380302,Rue de Brest Ouest,H,1220,1,1
1222,35238,Rennes,804,352380804,Jean Baptiste Barre,H,1221,1,1
1223,35238,Rennes,204,352380204,Paris Ouest Martenot,H,1222,1,1
1224,35238,Rennes,101,352380101,Cathedrale,H,1223,1,1
1225,35238,Rennes,1201,352381201,Les Hautes Chalais,H,1224,1,1
1226,35238,Rennes,1005,352381005,Villejean Nord Est,H,1225,1,1
1227,35238,Rennes,1007,352381007,Beauregard,H,1226,1,1
1228,35238,Rennes,602,352380602,Michelet,H,1227,1,1
1229,35238,Rennes,509,352380509,Saint-Laurent,H,1228,1,1
1230,35238,Rennes,803,352380803,Gaetan Herve,H,1229,1,1
1231,35238,Rennes,207,352380207,Saint-Helier,H,1230,1,1
1232,35238,Rennes,1203,352381203,Canada,H,1231,1,1
1233,35238,Rennes,301,352380301,Mail,H,1232,1,1
1234,35238,Rennes,508,352380508,Emile Bernard,H,1233,1,1
1235,35238,Rennes,110,352380110,Hotel Dieu,H,1234,1,1
1236,35238,Rennes,904,352380904,Cleunay Ouest,H,1235,1,1
1237,35238,Rennes,802,352380802,Coutenceau,H,1236,1,1
1238,35238,Rennes,707,352380707,Fernand Jacq,H,1237,1,1
1239,35238,Rennes,1105,352381105,Torigne Est,H,1238,1,1
1240,35238,Rennes,307,352380307,Champeaux,D,1239,1,1
1241,35238,Rennes,205,352380205,Paris Est,H,1240,1,1
1242,35238,Rennes,104,352380104,Parcheminerie Toussaints,H,1241,1,1
1243,35238,Rennes,1002,352381002,Villejean Sud Est,H,1242,1,1
1244,35238,Rennes,206,352380206,Oberthur,H,1243,1,1
1245,35238,Rennes,109,352380109,Vieux Saint-Etienne,H,1244,1,1
1246,35238,Rennes,1008,352381008,La Lande du Breil,D,1245,1,1
1247,35238,Rennes,402,352380402,Cimetiere du Nord,H,1246,1,1
1248,35238,Rennes,401,352380401,Jean Ogee,H,1247,1,1
1249,35238,Rennes,708,352380708,Fransisco Ferrer,H,1248,1,1
1250,35238,Rennes,1204,352381204,Les Cloteaux,H,1249,1,1
1251,35238,Rennes,209,352380209,Alphonse Guerin,H,1250,1,1
1252,35238,Rennes,606,352380606,Le Bois Perrin,H,1251,1,1
1253,35238,Rennes,102,352380102,Hoche,H,1252,1,1
1254,35238,Rennes,501,352380501,Emmanuel Mounier,H,1253,1,1
1255,35238,Rennes,1003,352381003,Villejean Sud Ouest,H,1254,1,1
1256,35238,Rennes,1001,352381001,Pontchaillou,H,1255,1,1
1257,35238,Rennes,603,352380603,Le Gallet Les Longs Champs Nord,H,1256,1,1
1258,35238,Rennes,403,352380403,Za Nord,A,1257,1,1
1259,35238,Rennes,505,352380505,La Motte Brulon,H,1258,1,1
1260,35238,Rennes,607,352380607,Plaine de Baud,A,1259,1,1
1261,35238,Rennes,108,352380108,Saint-Louis,H,1260,1,1
1262,35238,Rennes,306,352380306,Stade Rennais,H,1261,1,1
1263,35238,Rennes,1102,352381102,Le Landrel Est Les Hautes Ourmes,H,1262,1,1
1264,35238,Rennes,1205,352381205,Les Olympiades,H,1263,1,1
1265,35238,Rennes,305,352380305,Port Cahours,H,1264,1,1
1266,35238,Rennes,106,352380106,Colombier Sud et Ouest,H,1265,1,1
1267,35238,Rennes,706,352380706,La Poterie Nord,H,1266,1,1
1268,35238,Rennes,905,352380905,La Prevalaye,D,1267,1,1
1269,35239,Retiers,0,352390000,Retiers,Z,1268,0.6692,0.7029
1270,35240,Le Rheu,101,352400101,Est et Sud,H,1269,1,1
1271,35240,Le Rheu,102,352400102,Nord,H,1270,1,1
1272,35240,Le Rheu,103,352400103,Ouest,H,1271,1,1
1273,35241,La Richardais,0,352410000,La Richardais,Z,1272,0.7413,0.7652
1274,35242,Rimou,0,352420000,Rimou,Z,1273,0.3083,0.3065
1275,35243,Romagné,0,352430000,Romagné,Z,1274,0.8904,0.924
1276,35244,Romazy,0,352440000,Romazy,Z,1275,0.8163,0.876
1277,35245,Romillé,0,352450000,Romillé,Z,1276,0.8524,0.8443
1278,35246,Roz-Landrieux,0,352460000,Roz-Landrieux,Z,1277,0.7461,0.727
1279,35247,Roz-sur-Couesnon,0,352470000,Roz-sur-Couesnon,Z,1278,0.5159,0.5121
1280,35248,Sains,0,352480000,Sains,Z,1279,0.9542,0.951
1281,35249,Sainte-Anne-sur-Vilaine,0,352490000,Sainte-Anne-sur-Vilaine,Z,1280,0.63,0.6693
1282,35250,Saint-Armel,0,352500000,Saint-Armel,Z,1281,0.4816,0.4959
1283,35251,Saint-Aubin-d'Aubigné,0,352510000,Saint-Aubin-d'Aubigné,Z,1282,0.9116,0.8879
1284,35252,Saint-Aubin-des-Landes,0,352520000,Saint-Aubin-des-Landes,Z,1283,0.9945,0.9948
1285,35253,Saint-Aubin-du-Cormier,0,352530000,Saint-Aubin-du-Cormier,Z,1284,0.4675,0.4665
1286,35254,Saint-Aubin-du-Pavail,0,352540000,Saint-Aubin-du-Pavail,Z,1285,0.9194,0.9448
1287,35255,Saint-Benoît-des-Ondes,0,352550000,Saint-Benoît-des-Ondes,Z,1286,0.3154,0.3287
1288,35256,Saint-Briac-sur-Mer,0,352560000,Saint-Briac-sur-Mer,Z,1287,0.9278,0.9322
1289,35257,Saint-Brice-en-Coglès,0,352570000,Saint-Brice-en-Coglès,Z,1288,1,0.9992
1290,35258,Saint-Brieuc-des-Iffs,0,352580000,Saint-Brieuc-des-Iffs,Z,1289,0.8394,0.7844
1291,35259,Saint-Broladre,0,352590000,Saint-Broladre,Z,1290,0.1979,0.2241
1292,35260,Saint-Christophe-des-Bois,0,352600000,Saint-Christophe-des-Bois,Z,1291,0.0647,0.0863
1293,35261,Saint-Christophe-de-Valains,0,352610000,Saint-Christophe-de-Valains,Z,1292,0.9574,0.9344
1294,35262,Sainte-Colombe,0,352620000,Sainte-Colombe,Z,1293,0.9934,0.9744
1295,35263,Saint-Coulomb,0,352630000,Saint-Coulomb,Z,1294,0.9126,0.9212
1296,35264,Saint-Didier,0,352640000,Saint-Didier,Z,1295,1,1
1297,35265,Saint-Domineuc,0,352650000,Saint-Domineuc,Z,1296,0.9865,0.9777
1298,35266,Saint-Erblon,0,352660000,Saint-Erblon,Z,1297,0.6936,0.6522
1299,35267,Saint-Étienne-en-Coglès,0,352670000,Saint-Étienne-en-Coglès,Z,1298,0.8913,0.8646
1300,35268,Saint-Ganton,0,352680000,Saint-Ganton,Z,1299,0.8051,0.75
1301,35269,Saint-Georges-de-Chesné,0,352690000,Saint-Georges-de-Chesné,Z,1300,0.0488,0.0353
1302,35270,Saint-Georges-de-Gréhaigne,0,352700000,Saint-Georges-de-Gréhaigne,Z,1301,0.1827,0.3099
1303,35271,Saint-Georges-de-Reintembault,0,352710000,Saint-Georges-de-Reintembault,Z,1302,0.8552,0.9032
1304,35272,Saint-Germain-du-Pinel,0,352720000,Saint-Germain-du-Pinel,Z,1303,0.903,0.9134
1305,35273,Saint-Germain-en-Coglès,0,352730000,Saint-Germain-en-Coglès,Z,1304,0.7036,0.7422
1306,35274,Saint-Germain-sur-Ille,0,352740000,Saint-Germain-sur-Ille,Z,1305,0.1908,0.2257
1307,35275,Saint-Gilles,0,352750000,Saint-Gilles,Z,1306,0.9073,0.9053
1308,35276,Saint-Gondran,0,352760000,Saint-Gondran,Z,1307,0.1937,0.1176
1309,35277,Saint-Gonlay,0,352770000,Saint-Gonlay,Z,1308,0.7483,0.6995
1310,35278,Saint-Grégoire,102,352780102,Sud,H,1309,0.7275,0.7448
1311,35278,Saint-Grégoire,101,352780101,Nord-Est,H,1310,0.9343,0.9384
1312,35278,Saint-Grégoire,103,352780103,Nord-Ouest,H,1311,0.9882,0.9882
1313,35279,Saint-Guinoux,0,352790000,Saint-Guinoux,Z,1312,0.7174,0.7025
1314,35280,Saint-Hilaire-des-Landes,0,352800000,Saint-Hilaire-des-Landes,Z,1313,0.2471,0.2772
1315,35281,Saint-Jacques-de-la-Lande,202,352810202,Aeroport-Ecarts,H,1314,0.9992,0.9927
1316,35281,Saint-Jacques-de-la-Lande,201,352810201,Centre Ville,H,1315,1,1
1317,35281,Saint-Jacques-de-la-Lande,101,352810101,Le Pigeon Blanc,H,1316,1,1
1318,35282,Saint-Jean-sur-Couesnon,0,352820000,Saint-Jean-sur-Couesnon,Z,1317,0.6136,0.6313
1319,35283,Saint-Jean-sur-Vilaine,0,352830000,Saint-Jean-sur-Vilaine,Z,1318,0.9676,0.9683
1320,35284,Saint-Jouan-des-Guérets,0,352840000,Saint-Jouan-des-Guérets,Z,1319,0.9338,0.9324
1321,35285,Saint-Just,0,352850000,Saint-Just,Z,1320,0.1984,0.1615
1322,35286,Saint-Léger-des-Prés,0,352860000,Saint-Léger-des-Prés,Z,1321,0,0
1323,35287,Saint-Lunaire,0,352870000,Saint-Lunaire,Z,1322,1,1
1324,35288,Saint-Malo,206,352880206,La Madeleine-La Hulotais,H,1323,1,1
1325,35288,Saint-Malo,201,352880201,La Decouverte,H,1324,1,1
1326,35288,Saint-Malo,211,352880211,Saint-Servan Sud,H,1325,1,1
1327,35288,Saint-Malo,103,352880103,Rocabey,H,1326,1,1
1328,35288,Saint-Malo,301,352880301,Saint-Servan Rural,H,1327,0.9316,0.929
1329,35288,Saint-Malo,107,352880107,Saint-Ideuc-La Haize,H,1328,1,1
1330,35288,Saint-Malo,302,352880302,Zone Industrielle Sud,A,1329,1,1
1331,35288,Saint-Malo,202,352880202,Saint-Servan Nord,H,1330,1,1
1332,35288,Saint-Malo,101,352880101,Intra-Muros,H,1331,1,1
1333,35288,Saint-Malo,105,352880105,Parame Sud,H,1332,1,1
1334,35288,Saint-Malo,203,352880203,l'Hopital,H,1333,1,1
1335,35288,Saint-Malo,207,352880207,Saint-Servan Ouest,H,1334,1,1
1336,35288,Saint-Malo,106,352880106,Parame Centre-Rochebonne,H,1335,1,1
1337,35288,Saint-Malo,303,352880303,Parame Rural,H,1336,0.9908,0.9918
1338,35288,Saint-Malo,102,352880102,Le Sillon-Courtoisville,H,1337,1,1
1339,35288,Saint-Malo,204,352880204,La Gare-Marville,H,1338,1,1
1340,35288,Saint-Malo,104,352880104,Le Clos-Cadot- L'Esperance,H,1339,1,1
1341,35288,Saint-Malo,210,352880210,Bellevue-La Guymauviere,H,1340,1,1
1342,35288,Saint-Malo,108,352880108,Rotheneuf-Le Pont,H,1341,0.763,0.7823
1343,35288,Saint-Malo,209,352880209,La Flourie-Lorette,H,1342,0.9985,0.9987
1344,35288,Saint-Malo,109,352880109,Parame Est,H,1343,1,0.9988
1345,35289,Saint-Malo-de-Phily,0,352890000,Saint-Malo-de-Phily,Z,1344,0.2947,0.2923
1346,35290,Saint-Malon-sur-Mel,0,352900000,Saint-Malon-sur-Mel,Z,1345,0.1452,0.1619
1347,35291,Saint-Marcan,0,352910000,Saint-Marcan,Z,1346,0.3956,0.4272
1348,35292,Saint-Marc-le-Blanc,0,352920000,Saint-Marc-le-Blanc,Z,1347,0.1898,0.2038
1349,35293,Saint-Marc-sur-Couesnon,0,352930000,Saint-Marc-sur-Couesnon,Z,1348,0.5115,0.5
1350,35294,Sainte-Marie,0,352940000,Sainte-Marie,Z,1349,0.4351,0.47
1351,35295,Saint-Maugan,0,352950000,Saint-Maugan,Z,1350,0.0757,0.0853
1352,35296,Saint-Médard-sur-Ille,0,352960000,Saint-Médard-sur-Ille,Z,1351,0.2404,0.3498
1353,35297,Saint-Méen-le-Grand,0,352970000,Saint-Méen-le-Grand,Z,1352,0.9975,0.9931
1354,35299,Saint-Méloir-des-Ondes,0,352990000,Saint-Méloir-des-Ondes,Z,1353,0.9667,0.9602
1355,35300,Saint-M'Hervé,0,353000000,Saint-M'Hervé,Z,1354,0.2396,0.2939
1356,35301,Saint-M'Hervon,0,353010000,Saint-M'Hervon,Z,1355,0,0
1357,35302,Saint-Onen-la-Chapelle,0,353020000,Saint-Onen-la-Chapelle,Z,1356,0.9303,0.8981
1358,35303,Saint-Ouen-la-Rouërie,0,353030000,Saint-Ouen-la-Rouërie,Z,1357,0.6485,0.6177
1359,35304,Saint-Ouen-des-Alleux,0,353040000,Saint-Ouen-des-Alleux,Z,1358,0.9495,0.9616
1360,35305,Saint-Péran,0,353050000,Saint-Péran,Z,1359,0.3913,0.5024
1361,35306,Saint-Père,0,353060000,Saint-Père,Z,1360,0.7899,0.7795
1362,35307,Saint-Pern,0,353070000,Saint-Pern,Z,1361,0.9346,0.9397
1363,35308,Saint-Pierre-de-Plesguen,0,353080000,Saint-Pierre-de-Plesguen,Z,1362,0.7584,0.6879
1364,35309,Saint-Rémy-du-Plain,0,353090000,Saint-Rémy-du-Plain,Z,1363,0.1641,0.1111
1365,35310,Saint-Sauveur-des-Landes,0,353100000,Saint-Sauveur-des-Landes,Z,1364,0.7781,0.7413
1366,35311,Saint-Séglin,0,353110000,Saint-Séglin,Z,1365,0.1673,0.1793
1367,35312,Saint-Senoux,0,353120000,Saint-Senoux,Z,1366,0.9771,0.9688
1368,35314,Saint-Suliac,0,353140000,Saint-Suliac,Z,1367,0.2873,0.2669
1369,35315,Saint-Sulpice-la-Forêt,0,353150000,Saint-Sulpice-la-Forêt,Z,1368,0.8812,0.8815
1370,35316,Saint-Sulpice-des-Landes,0,353160000,Saint-Sulpice-des-Landes,Z,1369,0.5711,0.6452
1371,35317,Saint-Symphorien,0,353170000,Saint-Symphorien,Z,1370,0.9929,0.9926
1372,35318,Saint-Thual,0,353180000,Saint-Thual,Z,1371,0.4255,0.3904
1373,35319,Saint-Thurial,0,353190000,Saint-Thurial,Z,1372,0.6739,0.7028
1374,35320,Saint-Uniac,0,353200000,Saint-Uniac,Z,1373,0.1707,0.2694
1375,35321,Saulnières,0,353210000,Saulnières,Z,1374,0.187,0.231
1376,35322,Le Sel-de-Bretagne,0,353220000,Le Sel-de-Bretagne,Z,1375,0.6109,0.5889
1377,35323,La Selle-en-Coglès,0,353230000,La Selle-en-Coglès,Z,1376,0.9308,0.9615
1378,35324,La Selle-en-Luitré,0,353240000,La Selle-en-Luitré,Z,1377,0.4605,0.5673
1379,35325,La Selle-Guerchaise,0,353250000,La Selle-Guerchaise,Z,1378,0.2708,0.3125
1380,35326,Sens-de-Bretagne,0,353260000,Sens-de-Bretagne,Z,1379,0.93,0.95
1381,35327,Servon-sur-Vilaine,0,353270000,Servon-sur-Vilaine,Z,1380,0.9908,0.9842
1382,35328,Sixt-sur-Aff,0,353280000,Sixt-sur-Aff,Z,1381,0.8444,0.7983
1383,35329,Sougéal,0,353290000,Sougéal,Z,1382,0.3627,0.3511
1384,35330,Taillis,0,353300000,Taillis,Z,1383,0.7166,0.7184
1385,35331,Talensac,0,353310000,Talensac,Z,1384,0.2393,0.3058
1386,35332,Teillay,0,353320000,Teillay,Z,1385,0.1234,0.1075
1387,35333,Le Theil-de-Bretagne,0,353330000,Le Theil-de-Bretagne,Z,1386,0.773,0.7699
1388,35334,Thorigné-Fouillard,102,353340102,Nord-Est,H,1387,0.9245,0.9276
1389,35334,Thorigné-Fouillard,103,353340103,Sud-Est,H,1388,0.6074,0.5896
1390,35334,Thorigné-Fouillard,101,353340101,Ouest,H,1389,0.9501,0.9604
1391,35335,Thourie,0,353350000,Thourie,Z,1390,0.936,0.9617
1392,35336,Le Tiercent,0,353360000,Le Tiercent,Z,1391,0.4471,0.4062
1393,35337,Tinténiac,0,353370000,Tinténiac,Z,1392,0.9659,0.9431
1394,35338,Torcé,0,353380000,Torcé,Z,1393,0.8273,0.763
1395,35339,Trans-la-Forêt,0,353390000,Trans-la-Forêt,Z,1394,0.0823,0.1008
1396,35340,Treffendel,0,353400000,Treffendel,Z,1395,0.9781,0.962
1397,35341,Tremblay,0,353410000,Tremblay,Z,1396,0.9116,0.8798
1398,35342,Trémeheuc,0,353420000,Trémeheuc,Z,1397,0.1711,0.1623
1399,35343,Tresboeuf,0,353430000,Tresboeuf,Z,1398,0.8188,0.7864
1400,35344,Tressé,0,353440000,Tressé,Z,1399,0,0.0052
1401,35345,Trévérien,0,353450000,Trévérien,Z,1400,0.9231,0.9079
1402,35346,Trimer,0,353460000,Trimer,Z,1401,0.7619,0.7387
1403,35347,Val-d'Izé,0,353470000,Val-d'Izé,Z,1402,0.8013,0.8025
1404,35348,Vendel,0,353480000,Vendel,Z,1403,0.0543,0.0567
1405,35350,Vergéal,0,353500000,Vergéal,Z,1404,0.2394,0.1892
1406,35351,Le Verger,0,353510000,Le Verger,Z,1405,0.5096,0.5428
1407,35352,Vern-sur-Seiche,102,353520102,Ouest,H,1406,0.8968,0.8884
1408,35352,Vern-sur-Seiche,101,353520101,Nord,H,1407,1,1
1409,35352,Vern-sur-Seiche,103,353520103,Sud et Est,H,1408,0.8997,0.8959
1410,35353,Vezin-le-Coquet,0,353530000,Vezin-le-Coquet,Z,1409,0.9985,0.9988
1411,35354,Vieux-Viel,0,353540000,Vieux-Viel,Z,1410,0.5519,0.4405
1412,35355,Vieux-Vy-sur-Couesnon,0,353550000,Vieux-Vy-sur-Couesnon,Z,1411,0.9661,0.9436
1413,35356,Vignoc,0,353560000,Vignoc,Z,1412,0.607,0.5608
1414,35357,Villamée,0,353570000,Villamée,Z,1413,0.6963,0.75
1415,35358,La Ville-ès-Nonais,0,353580000,La Ville-ès-Nonais,Z,1414,0.99,0.9886
1416,35359,Visseiche,0,353590000,Visseiche,Z,1415,0.2888,0.28
1417,35360,Vitré,102,353600102,Le Rachapt-Bellevue,H,1416,1,1
1418,35360,Vitré,101,353600101,Population Eparse,D,1417,0.8095,0.8174
1419,35360,Vitré,107,353600107,Pavillon-Maisons Rouges,H,1418,1,1
1420,35360,Vitré,104,353600104,La Grange-Plague,H,1419,1,1
1421,35360,Vitré,106,353600106,Champ de Foire-La Fleuriais,H,1420,0.9086,0.8844
1422,35360,Vitré,105,353600105,La Motte-St Etienne,H,1421,1,1
1423,35360,Vitré,103,353600103,Villaudin- Le Val,H,1422,1,1
1424,35361,Le Vivier-sur-Mer,0,353610000,Le Vivier-sur-Mer,Z,1423,1,1
1425,35362,Le Tronchet,0,353620000,Le Tronchet,Z,1424,0.8678,0.8861
1426,35363,Pont-Péan,0,353630000,Pont-Péan,Z,1425,1,1
1427,56001,Allaire,0,560010000,Allaire,Z,1426,0.8219,0.8101
1428,56002,Ambon,0,560020000,Ambon,Z,1427,0.6563,0.6316
1429,56003,Arradon,102,560030102,Zone Rurale,H,1428,0.7218,0.7083
1430,56003,Arradon,101,560030101,Zone Urbaine,H,1429,0.9779,0.9788
1431,56004,Arzal,0,560040000,Arzal,Z,1430,0.3865,0.3416
1432,56005,Arzon,0,560050000,Arzon,Z,1431,0.0833,0.0799
1433,56006,Augan,0,560060000,Augan,Z,1432,0.7769,0.7275
1434,56007,Auray,105,560070105,Centre Ville Historique,H,1433,1,1
1435,56007,Auray,104,560070104,Zone Sud-Saint Goustan,H,1434,1,1
1436,56007,Auray,103,560070103,Za Sud Ouest,A,1435,1,1
1437,56007,Auray,102,560070102,Kerdrain-Kerudo,H,1436,1,1
1438,56007,Auray,101,560070101,La Gare,H,1437,1,1
1439,56008,Baden,0,560080000,Baden,Z,1438,0.7702,0.766
1440,56009,Bangor,0,560090000,Bangor,Z,1439,0.164,0.3504
1441,56010,Baud,0,560100000,Baud,Z,1440,0.9333,0.9607
1442,56011,Béganne,0,560110000,Béganne,Z,1441,0.3655,0.3098
1443,56012,Beignon,0,560120000,Beignon,Z,1442,0.233,0.2503
1444,56013,Belz,0,560130000,Belz,Z,1443,0.4545,0.4738
1445,56014,Berné,0,560140000,Berné,Z,1444,0.2447,0.1893
1446,56015,Berric,0,560150000,Berric,Z,1445,0.0666,0.1002
1447,56016,Bieuzy,0,560160000,Bieuzy,Z,1446,0.3571,0.3082
1448,56017,Bignan,0,560170000,Bignan,Z,1447,0.9075,0.9104
1449,56018,Billiers,0,560180000,Billiers,Z,1448,0.5657,0.5599
1450,56019,Billio,0,560190000,Billio,Z,1449,0.3349,0.1667
1451,56020,Bohal,0,560200000,Bohal,Z,1450,0.75,0.8073
1452,56021,Brandérion,0,560210000,Brandérion,Z,1451,0.2524,0.271
1453,56022,Brandivy,0,560220000,Brandivy,Z,1452,0.5485,0.556
1454,56023,Brech,0,560230000,Brech,Z,1453,0.6155,0.6112
1455,56024,Bréhan,0,560240000,Bréhan,Z,1454,0.9323,0.9557
1456,56025,Brignac,0,560250000,Brignac,Z,1455,0,0.0217
1457,56026,Bubry,0,560260000,Bubry,Z,1456,0.5557,0.7879
1458,56027,Buléon,0,560270000,Buléon,Z,1457,0.9926,0.9783
1459,56028,Caden,0,560280000,Caden,Z,1458,0.8561,0.8432
1460,56029,Calan,0,560290000,Calan,Z,1459,0.3287,0.2457
1461,56030,Camoël,0,560300000,Camoël,Z,1460,0.4957,0.5016
1462,56031,Camors,0,560310000,Camors,Z,1461,0.812,0.8605
1463,56032,Campénéac,0,560320000,Campénéac,Z,1462,0.8435,0.8315
1464,56033,Carentoir,0,560330000,Carentoir,Z,1463,0.8997,0.8789
1465,56034,Carnac,102,560340102,Agglomeration,H,1464,0.6392,0.6236
1466,56034,Carnac,101,560340101,Hors Agglomeration,H,1465,0.4223,0.3846
1467,56035,Caro,0,560350000,Caro,Z,1466,0.2435,0.3054
1468,56036,Caudan,101,560360101,Centre,H,1467,0.9922,0.994
1469,56036,Caudan,103,560360103,Nord,H,1468,0.8792,0.8656
1470,56036,Caudan,102,560360102,Sud,H,1469,0.8864,0.9263
1471,56037,La Chapelle-Caro,0,560370000,La Chapelle-Caro,Z,1470,0.9365,0.9355
1472,56038,La Chapelle-Gaceline,0,560380000,La Chapelle-Gaceline,Z,1471,0.7745,0.8013
1473,56039,La Chapelle-Neuve,0,560390000,La Chapelle-Neuve,Z,1472,0.5117,0.5408
1474,56040,Cléguer,0,560400000,Cléguer,Z,1473,0.9463,0.9377
1475,56041,Cléguérec,0,560410000,Cléguérec,Z,1474,0.9737,0.9645
1476,56042,Colpo,0,560420000,Colpo,Z,1475,0.9839,0.9624
1477,56043,Concoret,0,560430000,Concoret,Z,1476,0.0904,0.1594
1478,56044,Cournon,0,560440000,Cournon,Z,1477,0.0042,0.0041
1479,56045,Le Cours,0,560450000,Le Cours,Z,1478,0.3973,0.4568
1480,56046,Crach,0,560460000,Crach,Z,1479,0.9519,0.9353
1481,56047,Crédin,0,560470000,Crédin,Z,1480,0.9426,0.9376
1482,56048,Le Croisty,0,560480000,Le Croisty,Z,1481,0.7436,0.7629
1483,56049,Croixanvec,0,560490000,Croixanvec,Z,1482,0.8816,0.6316
1484,56050,La Croix-Helléan,0,560500000,La Croix-Helléan,Z,1483,0.969,0.9792
1485,56051,Cruguel,0,560510000,Cruguel,Z,1484,0.0328,0.062
1486,56052,Damgan,0,560520000,Damgan,Z,1485,0.8988,0.8978
1487,56053,Elven,0,560530000,Elven,Z,1486,0.9185,0.9275
1488,56054,Erdeven,0,560540000,Erdeven,Z,1487,0.8075,0.8019
1489,56055,Étel,0,560550000,Étel,Z,1488,0.3504,0.3478
1490,56056,Évriguet,0,560560000,Évriguet,Z,1489,0.0388,0.0325
1491,56057,Le Faouët,0,560570000,Le Faouët,Z,1490,0.9478,0.9122
1492,56058,Férel,0,560580000,Férel,Z,1491,0.8551,0.8496
1493,56059,Les Forges,0,560590000,Les Forges,Z,1492,0.537,0.5821
1494,56060,Les Fougerêts,0,560600000,Les Fougerêts,Z,1493,0,0
1495,56061,La Gacilly,0,560610000,La Gacilly,Z,1494,0.1252,0.1346
1496,56062,Gâvres,0,560620000,Gâvres,Z,1495,0.6622,0.683
1497,56063,Gestel,0,560630000,Gestel,Z,1496,0.8598,0.8516
1498,56064,Glénac,0,560640000,Glénac,Z,1497,0.1061,0.1079
1499,56065,Gourhel,0,560650000,Gourhel,Z,1498,0.1877,0.1437
1500,56066,Gourin,0,560660000,Gourin,Z,1499,0.7344,0.7683
