Site_name,Transmitter Easting,Transmitter northing,Transmitter height,abs_pop,abs_area
76617_001,515550,2498140,21,1185,6.585
27003_001,515621.48,2463381.87,26.4,1127,10.9225
28409_001,515630.26,2365071.9,23.5,485,40.19
27229_013,515731.8,2447960.11,20,1106,16.2075
87205_006,515757.99,2080977.01,30.5,1130,45.9425
41223_001,515793,2292597,39,418,40.0975
82025_002,515846.2,1884159.73,31,587,17.255
31417_002,515957,1847353,30,1661,4.2525
87085_026,516055.15,2091532.97,30.8,2286,1.9675
76514_001,516125.46,2484868.49,30.35,1697,20.0275
87085_030,516129,2092568,22.68,6503,1.395
87085_028,516151.9,2093832.89,19.5,5262,0.955
46182_001,516170.28,1943251.39,23,1576,30.66
24082_002,516193.96,1983414.87,32.3,735,18.0075
28206_001,516241.71,2411257.42,31.15,660,59.315
87085_047,516260,2094960,30.75,3893,1.5125
31150_002,516475,1848790,21.6,674,11.38
41154_002,516489.65,2326904.34,20,554,24.2125
36055_001,516506.97,2216596.18,36.95,972,45.9875
27478_001,516531,2441363,16.9,1159,17.77
31149_010,516559.45,1845938.64,21.3,2106,4.235
31395_009,516606,1824575.01,26.2,869,10.12
31351_004,516619.02,1852335.39,21,1652,7.3525
27438_001,516625.79,2419755.24,30,3662,29.455
87085_023,516751.66,2092958.2,29.7,7133,2.64
87050_001,516819.02,2096866.03,27.1,922,3.7175
31557_008,516864,1842187,22,2667,4.09
87085_001,516896.04,2094938.01,41.2,5035,2.795
27032_001,516918.6,2437708.89,24.4,796,33.3725
31395_005,516951.4,1827016.92,26.37,1313,9.52
27375_001,516975.28,2468269.9,14.5,1764,10.91
31341_002,517020,1855720,31.4,2317,19.5025
87085_014,517170.09,2093849.9,27.3,3787,1.6775
31149_001,517196.19,1844554.76,25.4,1594,4.4275
87085_038,517372,2098598,32.5,1001,7.39
28147_001,517390.88,2392736.34,31.2,590,52.2375
87020_001,517412.52,2105876.84,31.65,694,16.6425
87041_002,517571.99,2126928.9,38.7,1072,26.5525
31157_003,517592,1839048,20,1806,8.3275
24547_001,517725.98,2014309.84,21,2808,14.74
31395_002,517866,1830758,22.4,3584,10.6025
27701_001,517928.59,2475991.02,27,5516,14.9175
28116_001,518019.18,2383845.13,39,2729,45.545
28182_001,518075,2352675,33,474,35.855
31150_003,518138.99,1850807.61,17,2130,5.4425
27598_001,518233,2469749.99,22.35,457,10.415
76116_001,518295,2488546,16.5,2073,18.6325
76591_001,518319.01,2494047.72,34.05,1933,24.36
82027_001,518350,1876800,33.7,1026,37.9
28089_001,518358.07,2399042.53,46.3,2335,47.095
31557_004,518362.02,1843577.95,21.8,4199,3.33
31149_007,518381.04,1845478.99,35.2,6082,3.38
31149_015,518396.65,1847020.87,26.7,4480,2.805
31395_004,518404.38,1829650.24,17.9,3826,2.75
41154_001,518452.99,2323493,39.3,1296,58.3375
76509_002,518480.04,2499149.58,21,1391,27.3725
87205_005,518515.1,2084464.35,26.1,577,9.095
87114_001,518520.96,2092614.95,30.8,7044,9.17
31052_001,518521,1820883,22,696,26.8825
28103_003,518564.62,2334183.56,31.15,2530,42.44
27701_003,518588.63,2474344.32,26.85,3779,14.0275
31395_001,518627,1828083,33,4873,11.305
31149_009,518797.73,1848388.53,16.2,397,3.69
82025_001,518861.7,1883256.55,28,1318,23.8075
82121_003,518914.49,1891323.56,26,1908,12.4825
19066_002,519009,2019614,27.5,315,17.4075
31517_001,519035,1813762,22,1617,41.2825
41230_001,519136.07,2290959.73,26.1,1573,13.36
28196_002,519147.42,2367923.88,36.15,2318,64.0525
76070_001,519150.51,2525161.44,35,713,19.3975
09181_001,519155.64,1788101.88,10,768,28.1575
31157_002,519155.96,1837755,26.4,9939,8.3175
87047_003,519195,2112050,25,424,10.6525
31557_009,519318,1841096,26.07,3946,7.045
82121_014,519440.93,1888880.36,26.8,1680,17.9525
87085_018,519475.93,2097168.3,60.5,5936,13.505
27177_001,519500.05,2430991.17,37.3,707,39.18
28359_001,519645.16,2417729.98,38.3,3121,34.19
87047_002,519712,2108625,20,260,16.565
31149_011,519824.16,1846206.11,16.4,3125,3.835
31557_010,519830,1842369,23.5,3772,3.4625
24547_002,519830.01,2015180.01,42,595,8.6275
09167_001,519875.53,1808242.7,26.8,1368,26.4775
76321_001,519885,2533175,27.6,1131,41.05
87180_002,519934,2131894,28.83,399,41.0925
31533_001,520151.49,1831965.54,27.3,3133,13.1175
28341_001,520240.34,2404014.72,31.3,351,28.0575
87125_001,520290,2102512,23.7,1325,13.6325
87205_001,520401.98,2087173.05,51.4,2266,25.18
27493_003,520573.72,2481840.11,46,4088,21.6925
82121_008,520690.34,1891087.84,26,5125,5.2
87085_019,520710.19,2100831.28,28,1694,6.3475
27350_001,520717,2425838,20.8,782,26.2475
19094_002,520753.43,2035486.14,26.1,926,48.645
31557_007,520776,1843619,15.1,2293,2.1325
87113_002,520820,2096330,20.3,1423,4.6575
82121_012,520822.32,1892967.74,30.75,4331,11.3375
27015_001,520883.52,2471478.7,37.8,1812,21.1625
27191_001,520901,2457826,12.5,758,11.2825
19015_001,520920,2027890.01,15,497,25.7425
27687_002,520969.81,2465364.21,26.1,1351,19.5525
27005_001,521114.24,2460836.61,51.65,740,29.72
41181_001,521225.56,2256726.75,46.35,1763,52.4425
19066_006,521305.22,2017729.5,30,350,13.1825
76624_001,521324.25,2543012.72,28,2854,54.97
31069_010,521371.4,1851022.42,27.3,1507,8.7925
41276_002,521430.9,2293131.67,26.1,1737,34.61
31541_001,521450.23,1855774.71,36,2352,15.23
28286_001,521575,2376275,29,776,49.345
31149_003,521610.62,1844938.15,23,3552,5.195
82121_016,521643.14,1891471.92,23,10189,4.005
46063_001,521695,1920690,25.4,273,27.4425
31056_001,521746.53,1852114.18,24.4,3615,6.66
31157_004,521754.14,1837907.64,31.9,2965,9.9175
31458_001,521755.61,1835322.58,21.5,1876,6
31165_002,521762,1825456,30.5,3448,22.6225
27611_001,521786.64,2454197.12,31,769,24.6425
87065_001,522151.85,2091009.2,31,3251,15.7375
87113_001,522202.03,2098146.13,23.8,2068,16.2675
87049_002,522208.41,2056344.39,31.1,619,40.78
41171_001,522231.97,2314946.31,43.45,1313,68.21
41032_001,522270,2279970,24.3,2251,23.11
27211_001,522320,2457550,28.5,650,16.185
41147_001,522377.16,2277645.28,36.45,1621,25.0425
36149_003,522393.71,2215673.01,31.4,748,24.2575
82121_004,522438.02,1893369.01,25.5,2303,12.79
27507_001,522509,2434881,18.3,2171,14.3725
82076_001,522517,1899500,25.8,2015,51.7425
31118_002,522527,1866241,43,3224,44.5375
28075_002,522530.64,2338009.29,82,1202,74.82
31555_078,522587,1845660,18.9,736,1.4425
31555_117,522696.73,1842100.68,12.67,2794,3.465
82113_001,522698,1909588,25,786,51.7875
31069_004,522705.96,1848372.03,22.05,2432,5.65
76621_001,522716,2516686,32.4,622,51.7775
27254_002,522723.4,2452097.63,31.6,639,8.2125
31555_135,522750,1844293.01,15,1280,1.575
46088_002,522788.2,1940857.94,8.5,913,30.225
28127_001,522823.95,2353848.92,20.5,268,33.5275
41018_005,522849.97,2287099.89,39.8,5986,13.1225
28088_002,522860.09,2342479.58,22.2,2718,28.195
27422_001,522893.32,2469919.78,31.5,990,21.17
76547_001,522940.85,2508325.6,30.9,1474,49.2075
31490_002,522967.05,1858926.23,26,2651,13.2075
31433_009,522978.59,1835218.93,26,2102,5.615
31069_005,522988.01,1849743.95,45.37,6019,8.505
82044_002,522991,1882580,11.25,907,13.245
41018_004,523018.68,2288765.2,35.45,6399,2.84
31555_110,523170.83,1838724.48,13.8,982,1.5525
41018_001,523172.42,2290118.6,29.8,1563,7.28
31248_001,523241.37,1829887.75,26.1,3768,15.6125
27484_001,523346.19,2440958.16,37.37,916,28.3025
87148_001,523354.01,2081340,32.8,499,29.0975
36148_001,523402,2182216,29.3,286,42.7275
31555_060,523509.9,1845874.68,16.8,750,1.5475
31555_118,523606.46,1844303.51,17.3,1223,1.0675
82121_011,523656.04,1890233.97,27.3,4572,9.9875
27484_002,523710.63,2437641.91,43.8,614,36.86
31555_088,523789.48,1842391.25,25.2,1226,0.3875
28154_001,523790,2386858,23.55,1212,29.425
31293_002,523791.24,1856639.67,29,2136,6.24
41018_017,523849.64,2287545.36,20,6010,7.3425
31421_001,523921.95,1831792.89,21,2682,9.405
31069_006,524027,1846646,20.2,4508,2.535
76100_002,524030,2501554,21,1147,30.9425
31555_068,524051.96,1841746.96,33.28,4100,2.0775
31555_002,524058.97,1840858.04,38.6,3172,2.0125
41092_001,524071,2271185,20.55,1002,39.3325
31555_055,524082,1843338,31,3532,2.56
36069_002,524143.74,2232033.92,26.1,904,34.7625
31263_002,524185,1822883,22.5,1141,16.1275
31555_158,524195.75,1845131.19,21,387,1.17
46264_001,524197.74,1951281.72,21.25,644,26.3825
28394_001,524210.76,2408123.11,36.35,1373,36.3425
87122_001,524262.91,2117795.04,34.6,421,14.76
41018_002,524299.98,2290722.04,25,951,4.2025
31433_005,524321.98,1836823.57,27.3,3024,6.7425
41130_001,524413.72,2307089.64,43.3,504,110.45
76648_001,524415,2519891.44,37.3,1615,24.41
31555_151,524482,1844312,22.4,585,0.2675
31069_003,524491.44,1848827.97,22.65,2236,2.69
41018_009,524514.17,2288507.06,31.9,5739,4.59
27123_001,524533.87,2445609.22,41.5,856,38.14
87119_001,524567,2076780,27,777,22.3875
31202_001,524588,1871563,39,3024,49.4375
82136_001,524680,1879180,18,1347,23.7875
19030_001,524734.45,2016993.57,36.1,919,22.66
41018_013,524780.39,2290021.18,20.4,637,1.7325
31555_105,524791.89,1840757.63,22.3,2841,0.9825
31555_132,524796,1839484,39.5,2870,5.2775
19243_001,524829.83,2043604.16,25.2,1390,32.605
28021_001,524841.61,2374295.3,31.15,1333,46.92
31555_116,524857.44,1845093.18,18.2,1835,0.8675
31467_001,524944,1854688,21,4833,6.98
87156_001,524945.99,2094692.6,34,1260,20.6225
87002_002,524950,2105000,28,375,14.2275
27673_001,524973,2475800,22.5,767,34.7
31555_152,525026.12,1842477.01,57.8,3932,1.2975
28404_005,525089,2415405,47.2,1916,31.4775
28233_002,525118.94,2347228.57,32,957,37.9325
31574_002,525210,1825495.01,24,2271,18.155
24432_001,525215,1986139,26,675,32.39
31555_030,525244,1847845.71,32,952,3.1225
31516_001,525251.93,1859901.97,22.4,1912,10.775
31259_001,525255.97,1833819.97,24,2669,15.1925
87014_002,525328.95,2125901.57,33.5,1431,44.2725
87203_001,525330,2071685,36.5,279,22.2275
46224_001,525350.9,1942590.91,25,1976,16.2175
46127_002,525397.01,1970294.7,28.4,2143,33.85
31555_029,525402.04,1845872.97,16.28,1213,0.6175
41198_003,525411.37,2250471.98,24.7,819,22.8775
27391_002,525437.9,2426886.8,37.8,864,19.4825
36194_001,525441.57,2213320.1,23.6,800,49.89
28053_001,525490.02,2402426.82,35.85,573,33.9425
31555_096,525535,1842379.01,37.3,4089,0.945
31555_104,525646.98,1843805.96,46.2,6858,1.4625
36232_001,525657.27,2200776.01,27,768,30.265
41018_019,525666,2289438,25.5,1308,1.525
31091_001,525680.06,1857612.79,24,2798,7.92
28396_001,525704,2355294,20.7,345,21.87
28088_001,525709.99,2341911.43,23,7018,38.8125
31555_032,525749.01,1846507.03,30.5,3213,1.4625
31555_090,525775.99,1844575.99,34.5,5365,1.2425
76412_001,525900,2496752,40,1516,54.3175
31555_126,525904,1839026,13.9,229,2.6625
31555_054,525995.54,1842091,19.85,1844,0.5125
31555_031,526107.53,1845742.33,25,1816,0.3075
28134_019,526148.14,2416191.39,24.35,1276,3.145
41047_002,526195.16,2290773.87,26.7,1984,8.225
31555_094,526440.01,1841366.36,30,1363,2.555
31555_073,526539,1850834,29,2103,3.6975
31555_115,526569,1844045.01,32.1,3426,0.7225
28402_001,526575,2392502,30,618,52.2525
31555_111,526579.44,1845357.54,24.8,2685,0.46
31555_061,526579.99,1843027.01,35.9,4078,1.8875
31022_001,526622.55,1852033.53,32,5540,5.525
31555_024,526707,1845985.96,31.15,3173,0.6425
27073_001,526744.64,2430159.8,27.65,843,16.2425
28404_002,526798.98,2415081.02,27.37,2224,2.5725
31555_036,526802.99,1846955.99,52.3,5132,1.2725
31555_146,526818.36,1839992.9,22.9,112,2.6375
31555_071,526824.83,1844346.84,30.6,5183,0.9375
31330_001,526853.34,1812896.74,31,977,24.12
31555_112,526894,1849521.95,30.6,3075,3.22
41212_001,526923.54,2285882.53,27,3405,8.7575
46042_006,526961.06,1940402.47,25,1998,4.305
31555_028,527010.97,1847608.95,35.5,6001,1.6475
28337_001,527031,2379919,31.1,2015,36.7
27517_001,527072.13,2462025.93,27.5,5278,16.115
27487_001,527094,2486547,36.5,2415,39.05
41047_004,527200,2291100,20,1704,15.3125
19153_003,527204.32,2028304.01,40,1926,16.5175
31555_087,527237.16,1845080.93,22.4,1481,0.2675
23219_002,527250,2134350,45.3,629,47.985
31555_084,527330.99,1845867.96,37.4,6989,0.8875
87178_001,527392.2,2099044.19,30.4,1281,12.5
76192_001,527436.06,2559578.99,28.6,1904,96.68
31186_001,527557,1853879,28.5,6260,6.68
41031_001,527608.51,2282217.16,50,1602,21.425
28134_002,527669.19,2417224.94,27.3,1553,8.7375
31555_033,527683.01,1844775.96,24,3167,0.25
31282_001,527694.99,1852742.98,22.4,2345,2.485
27543_001,527718,2421965,15.5,1218,20.885
27180_001,527722,2465767,17.3,2356,14.185
31555_034,527748,1848782,16.2,2512,0.7225
31052_004,527751,1818824,27.3,2711,38.18
31230_001,527755,1858545,27.4,2019,7.87
19229_001,527760,2016070,40.5,1195,20.125
28393_001,527766.03,2398899.42,32,784,36.515
31555_038,527783.29,1842871.68,28,6997,1.0525
31555_108,527813.84,1846582.24,30.36,4958,1.105
31555_039,527842.97,1844350.66,21.48,2851,0.205
31555_138,527843.18,1845230.68,20.7,1382,0.14
87002_001,527870.02,2106418.05,25.5,1841,15.6625
76192_002,527929.04,2560902.75,13.3,874,29.82
41288_002,527941.29,2295623.22,27,637,43.665
46042_011,527969,1935514.01,18,527,16.3225
28134_004,527973.83,2415584.65,31,4255,3.5175
31555_035,528040.61,1847774.67,20.4,2594,1.11
31555_119,528085,1839956.01,21.4,1629,4.4075
31136_001,528110,1860940,22.5,1400,17.185
31555_127,528116.01,1843688,21.5,4408,0.6475
31555_017,528177.8,1845140.76,28,4817,0.4225
87095_001,528245,2062230,27.4,369,29.8525
87013_002,528289,2120153.99,23,341,28.04
31555_011,528311,1845725,26.5,5559,0.4575
31555_085,528364.99,1841965.03,24.4,6538,1.875
31555_075,528470.56,1849664.88,22.4,3625,2.77
87003_001,528480.98,2141898.98,33.65,711,57.63
46042_010,528497,1939214,25.2,4334,2.3525
31555_148,528552,1845436,3,259,0.03
28003_001,528553.19,2413702.56,36.47,3422,18.38
31555_097,528665.99,1842447,21.56,2228,0.535
19288_001,528693.12,2030778.36,18.35,1527,26.595
46042_007,528699.75,1941336.89,16,3397,16.445
82149_004,528700.03,1904272.05,27.4,628,31.9175
31233_001,528727,1823928,28,1500,24.3925
82002_001,528749.14,1898772.35,21.85,1516,18.9275
31446_002,528756.97,1837919,37,2754,6.8225
27150_001,528766.98,2454900.68,38.86,1868,45.465
31555_043,528777,1844436,44.2,7869,0.94
87174_003,528800,2084400,28.5,787,38.6075
31555_014,528885.02,1845298.03,32.8,5612,0.725
41295_001,528890.55,2287945.74,31.3,3522,11.715
31555_081,528895.29,1846395.12,18.45,4275,0.645
31555_123,528925,1842920,31.5,3720,0.6175
82098_001,528930,1890170,21,1310,23.2675
28134_010,528939.83,2416322.39,16.9,2425,2.1725
31555_006,528971.07,1847026.27,28,4488,0.8875
31555_013,528979.02,1848358.03,20,4143,1.5475
31575_002,529021.2,1835549.13,18,1081,8.265
46042_001,529034.15,1937664.47,11.5,891,2.865
41229_001,529091.38,2256964.6,28,709,26.4425
41123_001,529106,2314448,18.3,834,45.9275
87182_001,529151.94,2148025.31,45,547,48.8375
31555_103,529192.09,1843432.08,30.2,3850,0.86
31561_005,529284.41,1851568.82,20.5,1968,4.315
31555_131,529301,1841824,29.1,3102,0.9025
46042_008,529400.57,1938491.4,16.2,3023,12.5025
31555_052,529485,1844519,32.2,3653,0.725
31555_121,529501.02,1840849.96,30.8,2617,1.9
31555_021,529550.24,1847064.32,21.68,3850,1.2575
28051_001,529554.03,2353392.97,31.8,2979,48.125
31555_037,529554.97,1842717.04,15.9,3246,0.8725
76146_001,529603,2510792,27.95,1604,52.48
09042_001,529674,1780008.01,27.5,542,53.7525
31410_001,529689.6,1856209.91,37.8,4566,11.78
09334_001,529712,1752328,20.45,752,31.4675
31555_020,529713.98,1845389.94,20.8,3011,0.9525
31555_113,529776.99,1844683.48,18.2,1556,0.32
31446_004,529873,1839247.99,15.95,3241,1.7025
87070_001,529877.19,2090092.44,25.5,701,34.3375
28134_014,529954.7,2414810.49,44.2,4895,7.8175
31206_003,530082.94,1806118.43,16,536,20.1975
28222_001,530087.95,2366888.29,56.77,828,71.6175
31555_079,530123.99,1849376.97,25.4,2868,2.6325
28051_003,530177.55,2356532.62,27,380,24.32
31555_012,530277.97,1846013.05,16.6,2924,0.93
31555_102,530278.47,1843163.03,14,2051,0.6125
27151_001,530303,2486843,21,1236,8.8
31555_082,530390.05,1848314.58,32.4,4329,1.9125
82167_001,530395.71,1886548.22,39.7,1673,47.2675
31555_128,530451,1844919,23.1,4731,2.4325
31555_139,530492,1840937,13.35,2890,1.38
31555_050,530531.97,1843911.98,29.6,6234,3.205
31484_003,530569,1852885,21.9,2624,5.9025
28158_002,530570.15,2378348.43,26.1,939,23.6325
82161_002,530636.86,1894640.82,26,2014,24.2225
76202_002,530653.28,2532556.62,42.3,1097,61.24
31446_003,530683.94,1837639.1,12.87,3634,2.5125
19246_001,530725.41,2022833.71,24.4,2399,27.54
31252_001,530757,1860217,19.5,1357,13.915
28134_017,530779,2415846,15.5,1302,4.33
19117_001,530824.12,2013190.37,31.7,2219,34.13
31555_051,530883,1844360.01,10.3,2708,1.9125
46202_001,530900,1922175,28,325,33.6475
87203_005,530930,2070290,23.8,752,32.9875
27454_001,530936,2492768,23.3,1513,14.5575
31555_122,531027,1841847,20.2,1714,0.5
46153_001,531055.63,1986196.79,35,1047,31.36
36031_001,531107.78,2210097.45,35,3272,69.28
41050_002,531200,2274999.99,25.35,777,25.0825
31555_019,531243,1848965.01,27,1524,2.9375
36192_001,531243,2183078,29,1946,31.595
31555_144,531271,1847673.01,21,1080,2.7725
31561_003,531272.03,1851205.95,9.4,1823,1.3375
28054_001,531291.01,2405465.99,28,729,40.12
31113_002,531342.72,1835637.81,26.1,8842,11.985
31555_109,531343,1840958.01,28.4,2533,4.17
46309_005,531364,1989659,30,2181,13.185
82149_002,531381.43,1901710.59,20.6,882,18.7725
27183_001,531471.91,2434002.61,23.1,1851,29.85
28006_001,531708.89,2383929.91,26.2,1543,32.7825
28371_001,531743,2429557,22.1,3178,11.945
28259_001,531800,2360280,26.3,458,43.865
36103_001,531810,2238190,29.2,997,53.1575
87146_001,532095,2064748,29,326,21.7525
31446_006,532143.2,1838955.73,24.3,455,3.875
31484_002,532154,1854889,21.18,1242,7.7625
36134_001,532160,2154908,31.8,441,55.595
27448_002,532201,2446161,35,3279,36.2025
31044_004,532218.99,1845766.05,16.4,3657,2.235
27599_002,532230,2461747.99,28,1910,22.2075
46156_001,532235.1,1943003.94,32.15,1041,29.9
31366_001,532384.34,1829534.36,21.1,1061,23.6925
27214_001,532520,2480985,39.45,985,40.055
19005_002,532580,2029410,14.27,1894,17.195
19031_013,532655,2017102,22.5,1258,8.7625
41059_002,532701.37,2269800.41,36.4,2843,36.9425
28377_001,532762.48,2426606.87,29.65,349,10.7225
41150_003,532842.16,2284434.92,22,1851,15.5525
31561_006,532872.65,1849879.25,31.1,2157,3.4325
41252_001,532878.31,2296632.42,34.1,1914,49.1275
31488_002,532894.67,1851525.59,20,1916,1.49
76255_001,532915.7,2561057.85,34.5,1863,22.675
27016_003,532926.03,2471818.03,21,2514,29.7325
46151_002,532962.24,1957479.32,38,280,34.9225
80533_001,532989.91,2563966.5,21,6693,52.945
41104_001,533005,2289596,35.7,2136,26.8
28098_002,533038,2416655,18,1053,8.68
31462_001,533067.62,1852782.24,21,2191,4.3975
31145_001,533077.02,1812498.02,27,1716,49.9175
31584_001,533233,1874133,17.4,3274,40.0825
87161_001,533283,2093639.99,22,2906,32.315
31254_005,533373.66,1839082.25,26,1029,2.475
31254_002,533395,1838170,17.5,233,1.6
28374_002,533441.72,2399986.91,30,497,45.2225
76255_002,533614,2562814,17.8,2554,4.6425
76280_002,533702.83,2536865.99,17.31,830,27.4725
31462_003,533759.47,1852465.12,26,1198,3.015
28251_001,533769.89,2414203.98,31.3,723,16.8575
28001_001,533820.11,2419864.26,39.3,1474,21.8375
27114_001,533826,2440719,22.3,1036,14.195
31044_005,533858,1847568,26,1010,8.5975
76678_001,533894.03,2515014.76,51.1,1090,67.91
28253_001,533931.23,2373323.87,31.1,757,27.68
46148_001,533933.33,1923678.47,29.2,653,30.3175
31506_003,533952.41,1840780.1,26,1842,3.5475
46309_003,534000,1987520,40.4,270,19.4275
31113_005,534094.14,1836320.3,31,2117,8.0675
46293_001,534108.63,1992865.44,18.6,71,8.84
28007_001,534195.33,2427976.91,18.9,1971,9.065
31044_003,534205,1846354,19.7,1934,7.9775
31445_001,534206.15,1843303.28,22.7,4100,12.11
19031_008,534214.51,2017017.45,23.9,2824,3.7175
19031_017,534279.92,2012840.49,26.7,156,10.6725
31488_003,534285,1850608,26.2,2285,8.165
27278_001,534406,2435457,24.45,1872,16.15
41067_001,534435.15,2279904.39,41.35,2418,32.215
27016_001,534502.11,2473314.27,35,2553,41.8
28220_001,534529.35,2381394.46,21.7,2863,7.7425
46323_002,534574.25,1954698.72,18,215,22.9625
23176_001,534585.54,2136138.92,41,3483,45.8225
19031_002,534619.31,2017907.54,28.4,3981,2.795
46105_001,534775,1934375,33,733,29.1
82149_005,534787.73,1902407.47,36,1101,43.26
41049_001,534823.24,2265023.58,30,512,42.755
28034_001,534970,2393100,29.8,851,47.1825
28162_001,534973,2366739,23.27,505,43.2225
31506_002,534987.03,1839565.04,22.9,4014,7.3175
28229_003,535107.03,2384006.99,32.34,6532,10.1
19285_002,535116.39,2042292.79,21.45,611,18.465
19072_001,535192.19,2025898.43,32.5,1459,22.03
27562_001,535212.02,2456907.22,19.5,2509,9.6625
31383_001,535220,1863500,23,1352,49.5675
