Site_name,Transmitter Easting,Transmitter northing,Transmitter height,abs_pop,abs_area
69096_001,790992.37,2070603.07,20.6,3872,4.14
71270_009,790992.61,2147762.08,38.2,4405,6.16
38087_003,790998.24,2067549.46,26,2507,3.6625
71076_008,790999.65,2203733.07,28,1142,3.9275
69133_001,791000.01,2072190,21.3,3120,12.49
69389_015,791015,2089781,47.4,8029,3.36
71204_001,791068.13,2207403.1,34.5,1929,24.82
71076_005,791097.56,2202426.35,37.3,3165,2.9725
26169_003,791138,1945013,12.7,1201,18.8425
21054_003,791156.92,2228352.25,23,2704,4.2475
69204_002,791224.85,2081542.48,16.5,2240,1.99
69389_008,791226.2,2087762.6,52.45,4261,1.2225
69204_005,791276.26,2080136.87,13.35,1404,0.5775
01322_001,791332.72,2105781.9,29,3384,13.28
26198_011,791383,1955698.01,21,1749,7.1225
71475_002,791401.11,2200016.32,23,1141,3.76
52448_006,791406.26,2407563.23,29.05,2520,3.5825
71076_011,791422.22,2201442.93,45,5953,2.7825
71270_010,791460.26,2147119.53,41.6,1169,2.705
71081_001,791485.12,2204862.43,22.4,1054,3.7175
69204_001,791487.54,2080930.94,14.3,1279,0.74
26145_001,791535,1937820,19.55,177,11.38
07181_003,791535.7,1975043.07,33,1805,29.4725
26073_001,791561.21,1950575.5,20,980,11.79
30315_001,791579,1884498,17.3,39,9.3425
26324_003,791609.68,1928993.65,19,372,8.7875
69389_003,791628,2088537,26.45,2215,0.465
71384_001,791646.98,2191299.78,34,392,30.735
26198_005,791657.38,1952208.89,34.7,4756,8.115
69387_004,791668.04,2089589.03,17.8,742,0.1475
69385_002,791709.14,2086782.74,17.5,2905,0.63
26198_004,791715.15,1953463.74,40.6,5592,2.8175
01250_001,791761.83,2113066.84,25.7,973,18.205
71270_007,791826.47,2147421.25,41.6,1802,5.7925
30217_001,791843.21,1887501.88,21.8,1207,14.33
69149_004,791843.75,2082071.18,13.1,766,0.24
69149_009,791887.59,2082926.07,17,1988,0.7225
26198_007,791894.69,1954465.13,23,2821,2.3725
84019_005,791905.01,1927539,17.5,940,6.8675
71076_002,791906.93,2200637.45,34.5,2916,2.7775
69389_009,791908.51,2087981.86,42.5,3276,0.875
38425_003,791913,2046380.99,16.9,2739,14.38
52114_005,791917.7,2339898.47,26.25,945,32.455
69202_006,791952.99,2085034.16,26.3,4012,2.855
21347_001,791997.86,2224877.02,32,1506,39.91
38349_001,792038,2039008,17,1778,7.7325
26116_004,792082,1941081,24.2,262,16.33
84019_003,792139.92,1923474.99,22.3,2009,3.7525
69194_001,792166.77,2092464.69,20.3,883,1.6925
71076_010,792170.71,2203769.03,26.5,1941,2.5525
69384_002,792192.66,2089103.63,21.4,1798,0.3275
21684_001,792194.19,2227669.64,25.8,1543,23.615
69142_001,792233,2083743,27.8,3547,1.8025
08136_001,792233,2526044,24.1,346,7.12
69202_001,792238.25,2086393.51,26.1,3736,1.03
01179_001,792240,2142840,21.5,1155,13.025
71270_002,792245,2147942.85,30,4123,2.0475
69389_007,792257.57,2090087.63,21.8,2071,0.835
13108_003,792297.23,1872554.26,21,259,22.7125
69389_001,792338.27,2091693.88,20.3,862,1.4825
69389_004,792349.01,2090648.31,22.8,879,0.7775
69149_012,792351.21,2082374.13,16,3055,0.58
69118_002,792370,2065044,16.3,1914,4.6075
69204_003,792386.6,2079988.85,47.5,4568,3.5675
30209_003,792391.73,1891018.63,14.3,122,3.81
84019_006,792394.11,1924540.54,22.8,1495,8.1525
71270_005,792400,2149418,31.8,3372,5.345
71270_015,792433,2154878,31.1,1193,14.025
69260_005,792437.39,2076077.92,32.5,4481,15.365
71076_013,792438.31,2201516.02,34.22,5322,2.0425
01252_001,792470,2129726,53,1645,49.3675
69100_001,792499.16,2078253.2,28.1,2307,5.5
01238_001,792524.02,2103374.01,29.9,2387,10.05
71444_001,792534,2194975,19.1,1423,16.6675
71076_014,792545.35,2202588.64,30,5970,6.23
26198_008,792651.55,1953403.1,37.7,3088,5.7
71270_012,792666.31,2150200.02,25,1172,8.185
69385_004,792689.42,2087223.19,25.7,2756,0.705
30326_001,792712.75,1892659.81,17,345,16.1325
69003_001,792752,2100002,17.8,1915,5.415
38087_002,792766.54,2068308.18,27.35,1853,4.3225
71512_001,792784,2183610,12.2,2153,38.5125
69149_010,792814.07,2081831.89,13,1930,0.8325
69149_003,792839.13,2082757.37,19,1945,1.5875
51143_001,792870.34,2449185.56,22.6,241,27.5825
69142_002,792890.49,2083443.14,18.3,441,0.775
69389_002,792895.99,2088183.41,24,868,0.32
69385_015,792928,2087624,20,992,0.7175
69191_001,792973,2094477,28,5504,12.8525
26169_002,792975,1943504,22.5,71,4.6875
13004_009,793022.04,1852020.73,22,2246,54.34
69384_001,793063.71,2089425.23,37.6,5142,1.25
69389_017,793117.87,2091532.75,18.4,2627,1.6825
71555_003,793120,2192805,30,1212,24.645
69204_009,793147,2080385,15.9,856,1.135
52448_008,793210.52,2407601.65,56.55,6085,12.105
71513_001,793216.62,2158264.84,37,2605,48.875
07174_001,793219.35,2035533.16,25.3,2813,13.945
69118_003,793219.48,2065688.08,22.35,367,3.39
38344_003,793225.79,2044687.22,19.3,5826,7.535
71154_001,793228.44,2205319.5,22,1361,11.69
69385_006,793231.5,2086627.76,45.25,2725,0.88
13094_001,793300,1867600,17.8,1234,14.1125
07349_001,793301,1982244,5.6,2736,12.2375
69385_007,793348,2087899,18,1771,0.62
07076_001,793350,1965225,19.8,1959,9.4775
69382_004,793385,2085503,25.7,3229,1.0175
38336_001,793389,2056173,21.15,1813,14.2475
30221_006,793414.86,1895477.55,27.3,95,10.2925
30011_003,793438,1886965,33,2350,7.0075
01348_001,793444,2135321,32.6,435,18.5425
13010_003,793483,1880653,14.8,1377,8.88
69381_002,793525.23,2088813.62,27.2,2604,0.315
13004_002,793525.31,1842616.11,19.5,545,48.9
38344_002,793529,2046669,28.5,1184,17.785
69152_002,793573.96,2080991.01,17.8,2870,1.3325
38468_004,793590,2041830,20.6,1912,5.87
69384_004,793602,2089710,30,3228,0.4475
84091_002,793630,1911500,31,1252,16.9125
07009_001,793682,2026061,25,1593,15.5175
69385_003,793706.47,2087018.35,27.5,3069,0.4
69387_009,793739,2084651,29,2767,0.9425
69034_020,793740.8,2090347.65,17.15,1679,0.5175
21508_001,793776.38,2267919.99,29.1,459,26.565
52550_002,793780,2392220,22.6,2465,47.2075
84019_004,793807,1921444.97,30,2749,25.5525
69387_012,793817.1,2084113.88,25.2,1239,0.895
69389_016,793831,2092282,16.3,2289,1.8425
84087_011,793850,1907180,24.1,235,12.4
69382_002,793856.64,2086011.23,28,992,0.205
69384_003,793880,2089157,26.5,4679,0.355
69382_007,793881.23,2086350.75,35,2452,0.345
01136_001,793881.82,2138730.42,27.2,812,17.96
26339_001,793975,1959926,25,2313,51.9375
13004_026,794013.13,1826473.59,18.5,1301,57.73
69387_023,794049.95,2084865.58,23.1,2175,0.3575
01123_001,794067,2140807,14,234,5.6075
52448_007,794098.82,2408567.46,31.45,3430,3.115
69382_012,794128.97,2088105.9,27.8,3996,0.435
01348_002,794197,2133196,28,194,15.135
69387_021,794208.02,2085834.66,28.7,1822,0.6875
69381_004,794211.87,2088698.28,31.5,7312,0.45
69297_002,794231.78,2069801.7,21.8,3024,9.77
69034_019,794234.26,2089507.13,26,4723,0.345
69100_003,794250,2079430,14.05,664,1.635
26005_002,794262,1946918,18.5,866,13.3825
07293_001,794266.4,1999046.44,17.5,701,28.0375
69382_006,794288.3,2086888.35,38.3,3693,0.6675
69382_003,794317,2087790,30,3437,0.2875
71445_004,794366.32,2200056.46,20.4,2824,11.72
01446_001,794374.11,2117863.95,20.3,802,26.685
38468_003,794388,2042845,12.49,1319,10.7175
69382_001,794491.97,2088045.05,25.45,1033,0.1575
69152_003,794502.91,2080889.57,12.15,436,0.43
69034_015,794502.98,2090229.97,31.9,4512,1.145
69168_001,794510.05,2096490.34,22.7,4293,5.2625
69034_008,794558.31,2091265.51,17.4,2812,0.825
69387_008,794592.95,2084367.04,29.05,3486,0.8925
21661_002,794641.91,2261367.23,9.5,852,15.235
69387_007,794658.58,2083818.98,23.65,388,1.68
52104_001,794675,2411150,39.32,1235,15.58
69387_006,794675.31,2086114.64,25.3,2260,0.1875
71543_001,794676.4,2177090.74,14,2014,36.435
30221_004,794696.42,1899491.09,19.2,1047,14.0325
69387_001,794720.78,2086537.68,27,2696,0.265
38072_003,794747,2038635,15.5,1434,18.74
26119_001,794773,2016741,22,1297,12.5075
69087_001,794779.32,2097905.63,23,2315,6.505
69387_011,794803.43,2085445.91,26.8,1894,0.475
69383_008,794838.47,2087564.32,23.15,1193,0.24
69386_001,794882.55,2088730.63,38,3925,0.5625
69143_001,794896.93,2101246.05,21.9,3543,5.3325
52448_004,794902.67,2407602.34,49.9,4315,9.3575
69386_003,794939.59,2087930.19,29,3334,0.3025
71305_001,794941.89,2165251.23,18.35,687,38.2225
01389_001,795023,2122455,21.8,747,44.19
69387_020,795038.35,2085966.18,37,4379,0.4125
69278_001,795047.45,2102872.32,36.8,2659,11.7525
69386_014,795087.92,2088243.08,28,4018,0.2625
30221_003,795089.62,1897663.82,9.2,2614,17.625
69386_013,795104.12,2089062.31,33.35,4236,0.6225
69383_020,795152.8,2087056.77,27.35,4146,0.265
69387_019,795188,2086584,26,3380,0.1975
55427_001,795207.36,2427334.34,31.5,2701,61.9975
69034_006,795259.92,2091555.46,32,5006,1.9625
69383_025,795319.93,2086884.07,33.2,4275,0.27
69199_008,795351,2079088.03,26.5,1037,5.375
84027_002,795355.17,1903870.07,22.5,1522,22.925
26353_001,795391.01,1965697,21.5,1175,21.395
69383_004,795457.2,2087341.3,20.7,1496,0.0825
69387_005,795540.97,2085600,32.5,2822,0.54
52365_001,795550,2343240,33.6,233,34.325
26005_001,795600,1950290,22.5,58,5.4625
01318_001,795604.62,2110542.48,21.6,936,21.19
69383_028,795620.3,2087350.3,31.9,2892,0.3175
69199_009,795643,2082582,22.8,191,2.0625
69383_018,795644.8,2087903.01,22.8,740,0.1125
30011_002,795650,1885225,31.5,431,8.4175
71550_001,795660,2171260,16.5,646,51.81
69386_015,795685.47,2088803.66,22.7,2333,0.165
69388_006,795686,2085051.04,28,2928,1.035
30209_002,795692,1893915,26,896,15.135
01105_001,795703.29,2105681.8,21,586,19.565
13052_001,795725,1872600,13.3,842,17.23
26360_001,795750,1938300,22.1,419,16.32
69034_012,795772,2092819,20.6,2084,1.6525
69386_005,795776.18,2090335.23,29.1,1670,1.5575
69383_001,795778.33,2086297.31,30.7,6218,0.615
07324_001,795800,2009709,26,4657,36.3875
69199_005,795804.88,2081277.06,22.3,236,1.275
26191_001,795823,1953550,25,1469,16.575
38487_001,795838.95,2064514.77,18,1334,18.3325
69383_005,795867.39,2088153.69,42.05,7268,0.505
07027_001,795875,1983000,18.2,634,12.1525
01398_001,795955,2114670,19.5,317,13.5775
69386_018,795987.18,2088546.86,21.45,1672,0.0825
26333_001,795990.96,2022117.57,25,2967,20.4325
69259_001,796007.38,2083872.28,29.4,4033,1.075
30011_001,796009.02,1887038.02,38.35,6357,8.1275
69199_003,796029.93,2080554.17,15.65,1377,2.1175
08326_002,796139.33,2497315.7,36.1,165,36.075
69386_002,796162,2088694,23,843,0.0975
69383_016,796207,2087747.98,28,1231,0.4175
69199_006,796210,2081810,18.8,3775,0.7375
69383_003,796259.3,2087088.98,29.9,4212,0.475
71117_002,796268.18,2201833.6,18,2189,11.6775
69034_016,796277,2091174,16.35,1063,0.765
26166_002,796305.82,1975188.75,17,2203,15.2225
69291_003,796343,2073212,14.3,2335,3.51
69087_002,796359,2096035,26,1808,4.235
69266_025,796372.52,2089086.81,37.6,3399,0.515
69266_022,796379,2089685,45,2296,1.7125
01231_001,796407,2154627,20.8,1467,16.4975
69199_001,796421.85,2082522.59,21.3,1891,1.085
69259_007,796471.48,2083487.93,20,1602,0.525
21464_001,796481.82,2240603.78,43.6,1572,63.74
26326_001,796496,1929280,23,2283,23.1775
69033_002,796548.71,2096837.94,15.6,1872,6.6125
69388_004,796555,2085176.66,26.66,5997,0.6375
38336_002,796566.01,2056089,15,1519,21.5775
69276_001,796574.99,2079548.97,26,1055,1.3825
69383_029,796582.4,2086000.6,23.2,1928,0.1775
69386_017,796584.88,2088017.91,28.3,3939,0.3975
69383_002,796634,2086535,27.7,2307,0.3975
21255_001,796640.89,2270268.59,10.4,218,11.86
69189_002,796677.99,2061405.95,18,2376,8.9475
69266_016,796689,2088705,21,1490,0.1075
69388_015,796719.51,2084257.68,26.95,4198,0.715
69266_010,796762.99,2089342.02,35.3,3319,0.5225
30209_001,796766,1891294,26.7,1570,12.2475
69383_009,796774.98,2086942.96,25.5,5182,0.42
30351_002,796792.12,1889319.48,12.2,1757,3.19
13083_001,796823.03,1879781.36,27.75,2149,14.74
26110_001,796832.31,2011825.91,9,3630,13.3775
69383_010,796864.03,2087797.03,19.65,1431,0.115
69034_024,796913.45,2092426.37,18.3,1324,1.725
69383_012,796941,2086136,30.1,4793,0.565
38544_002,796948.94,2059599.85,18,2315,4.5775
69284_001,796954.03,2101264.97,15.6,807,13.6825
38544_004,796977.61,2063289.94,29.3,2514,3.55
69266_023,797009,2088836,32.2,3801,0.34
69292_002,797025.97,2094945.99,17.2,2443,1.3025
38110_001,797033,2068078,18,847,12.6075
84007_041,797046,1882975.01,27,550,10.3075
69276_005,797053.99,2077978,28.3,3291,8.795
26347_001,797075,2010775,24.3,3118,2.0925
52253_002,797141.01,2358364.07,41.26,318,34.6425
69388_001,797157.03,2084115.96,34.5,3933,0.6325
26121_001,797174.87,1951830.98,27.15,233,9.6325
69259_006,797214.31,2080065.98,22.1,2370,0.65
69266_001,797231.71,2088697.44,22.26,1152,0.09
30351_001,797250.5,1888231.61,15.2,2349,5.0725
01203_001,797289.4,2142698.03,23,2133,21.3025
01320_001,797305,2147699,31,2663,23.1
69388_014,797323.26,2085787.92,23,1390,0.1075
69266_020,797350.66,2089188.26,23.8,1840,0.2675
69292_001,797355.95,2094425.72,15.7,865,0.79
69388_002,797365.74,2083677.3,43.9,4057,1.1725
13027_001,797368.14,1875739.28,30.9,2348,21.145
69266_019,797416.99,2088083.99,43.1,6852,0.6475
69266_021,797435.33,2089807.66,18.9,674,0.2125
69286_004,797447.01,2091896.99,22,859,2.665
07323_001,797470,1992290,22,1948,27.305
69259_008,797481.85,2080646,22.75,5277,1.19
21485_001,797489,2263263,47.3,946,4.1525
71543_002,797500,2176865,17.7,1540,2.4475
69388_012,797510.43,2085468.01,28.35,4733,0.6775
69383_033,797528.92,2087132.08,21.7,1044,0.105
69286_007,797531.24,2093686.85,17.3,546,1.5325
07281_001,797537.51,1997192.08,21.7,2987,5.955
69383_007,797539.93,2086519.01,22.84,1889,0.3025
69259_014,797562.26,2081761.71,27.3,2361,2.0125
69276_003,797577,2079306,21,479,2.81
69266_026,797582,2088470,25,2267,0.1775
69383_030,797603.58,2087353.58,30.15,7947,0.9025
84007_011,797678,1884714,29.1,2717,2.0225
26165_002,797682.64,1979225.17,28.8,4120,34.5875
84135_002,797684,1916985,28,824,25.9125
84087_013,797691.95,1908476.52,28,3928,17.345
69388_005,797807,2084712,18.7,552,0.1375
69266_002,797826.29,2089700.97,25.7,3759,0.64
69383_039,797868.48,2086042.75,16.5,1120,0.185
71189_001,797872,2195993,22.5,645,14.07
69388_013,797955.61,2084115.29,17,1487,0.2825
69266_013,798010,2088342,36,10329,1.0075
69259_005,798032.69,2080667.13,16.8,2285,0.935
69388_016,798060.75,2085205.33,34.3,2993,0.65
69266_018,798065.67,2087824.5,20.9,1734,0.16
69293_001,798069.78,2095979.86,22,1006,4.895
38544_001,798088.76,2060947.29,35.8,4949,2.0475
84087_003,798190.91,1906972.25,22.6,6076,5.9075
69295_004,798263.17,2072697.27,17.3,1021,11.835
69388_003,798306.68,2084573.4,46.3,4704,1.2875
84007_002,798357.33,1886502.61,19.5,1152,1.3275
08009_001,798418.66,2517736.18,21,1818,65.7875
84007_007,798429,1885950,28,3873,1.395
38544_009,798430,2063860,15.52,186,1.95
13097_003,798462,1849875,22.5,712,24.66
69259_003,798467.98,2083458.96,26.5,2179,1.0725
21442_001,798480.01,2248050,13.8,728,16.9075
69256_010,798557.01,2089036.5,24.4,2033,0.435
69286_008,798569,2093582.04,45.5,3535,1.9575
21464_004,798583,2240988,23,3381,13.9275
13011_002,798590.64,1863843.48,10.4,290,25.785
69383_017,798614.01,2085949.03,28.5,4045,1.02
69290_004,798618.98,2081204.05,16,2228,1.0175
38544_005,798620.55,2061896.77,29.2,1963,1.2225
84007_009,798672.99,1885318.74,23.7,6382,1.5375
08252_001,798675,2509425,17.3,344,22.43
26191_002,798702,1954476,20,669,17.0275
69291_002,798706,2074174,21,823,9.395
69266_008,798735.74,2089867.94,31,4973,2.1125
07070_001,798758,1998420,17.9,1183,7.105
84007_004,798763.47,1886021.04,22,3550,0.36
69266_009,798770.65,2087454.13,25.35,4137,0.65
69383_027,798807.99,2086760.17,21.6,3117,0.4275
71215_001,798820.94,2211424.72,33.6,1584,30.8975
69286_005,798842.54,2094500.19,32.2,1769,1.05
69266_028,798859.04,2088352.48,24.2,2237,0.2925
69259_004,798881.35,2082553.78,22.4,1696,1.08
26041_001,798911,2026165,26.8,233,17.015
26156_001,798935,2013355,19.1,733,9.685
01005_001,798983.23,2112981.86,36.03,1294,40.2475
69259_002,799055.45,2083385.4,20.1,781,0.88
52194_001,799118.33,2400874.83,37.35,2001,31.6975
13058_002,799120.59,1861577.92,16,1323,12.925
26250_001,799125,2004160,18,3034,23.1725
69029_004,799149.17,2085157.71,16.15,1319,0.885
07006_001,799221.03,2031056.99,17.15,3287,62.78
69286_006,799225.16,2093902.46,41.5,3906,2.5375
84007_006,799235,1884492.98,16.1,5386,1.3225
84007_012,799252.98,1886454.02,19,2887,1.185
84007_019,799275.84,1882889.35,27.15,2004,5.6025
69286_009,799279.8,2092706.84,22.2,741,2.2175
71004_001,799324.96,2204492.12,33.65,2134,40.9975
21606_003,799337.99,2230843.01,26.5,196,31.1775
55010_001,799340,2407945,20.6,1403,19.8075
26345_001,799428,1923710,15.3,677,23.175
69273_005,799448,2077819,12.95,3981,3.145
07324_002,799478.66,2010782.01,30.5,1491,13.0225
38131_001,799488,2052575,25,1992,36.575
71248_001,799490,2175820,19.4,1153,24.43
38544_008,799510,2061850,6.7,381,1.015
13078_001,799543.64,1825422.66,32.2,1278,62.575
69266_011,799563.11,2088097.73,46.9,7692,2.6875
69286_003,799624.23,2094961.54,22.3,1362,2.6775
26295_002,799625.44,2021073.97,27,1710,18.72
69029_001,799662.21,2087070.04,16.3,564,0.29
69259_013,799664.99,2080282.07,27.3,2827,2.795
69259_010,799741.02,2082135.04,14.6,575,1.49
07102_003,799780,1996710,28.5,2555,5.1475
69256_001,799815.44,2090681.06,18.3,777,0.785
69029_010,799848.37,2086200.22,19.6,2438,1.8825
01249_003,799850,2098690,17,271,9.3725
84087_007,799869.04,1905158.99,28,3309,30.1275
69029_012,799911.28,2084887.53,16.3,3044,1.1925
38200_003,799923.89,2059747.14,16.8,1380,6.13
38051_001,799928,2040061,17.5,1744,28.0075
21617_003,799943.05,2264263.3,28.9,820,15.62
07102_004,800079,1994288,19.8,1915,5.11
84007_016,800085.55,1885153.66,27.5,5339,2.84
13100_005,800189.71,1869095.51,18,2676,14.715
84007_013,800209.34,1885759,27,2671,0.68
69256_003,800239.31,2089688.81,16.4,2914,1.025
69256_006,800275,2090679,31.45,4378,2.285
01305_001,800300,2162250,18,1951,21.9225
69029_013,800411.16,2082896.07,26.8,420,2.03
71336_002,800435.74,2193497.36,24.5,2685,45.3925
01102_001,800597,2156948,18.64,722,31.815
69029_016,800599.57,2083925.84,22.3,2360,1.2125
26072_001,800626,2018714,21.35,251,12.88
69286_002,800647.26,2094713.15,16,558,4.82
69029_003,800672.01,2087134.23,27.5,3796,1.9025
55362_001,800674,2513267,25.7,289,30.55
84007_024,800754.8,1883541.16,32.45,1788,3.72
13097_001,800757.42,1851913.54,49.3,6141,36.855
21617_004,800819.1,2263285.85,30.5,3301,3.62
13036_001,800849.32,1873901.72,31.35,1781,24.3075
69270_004,800871.95,2073064.04,19.4,2033,10
69029_015,800883.72,2084637.03,13.5,1558,0.4575
26362_021,800886,1991806,29.5,1520,11.57
13078_002,800901.57,1824482,27.3,3507,67.13
21231_029,800914.16,2259166.43,38.9,1894,11.455
69273_001,800923.88,2079455.62,27.3,213,3.01
69290_006,800958.56,2080878.06,22.1,688,1.915
84127_001,800980,1913097,18,1107,16.335
84037_001,800991,1897846,21.7,1546,23.0025
26179_002,801001.99,2014524,15.5,505,8.89
26052_001,801019,1957363,32.5,686,23.4
07102_002,801113.3,1996098.85,21.5,3030,2.0775
69029_005,801238.58,2086219.56,17.1,5364,1.6525
52193_001,801252.12,2352567.53,33.65,841,53.47
69256_009,801281.71,2089137.08,17.3,1604,0.9775
69256_013,801330,2089940,23.5,3905,1.1425
84007_021,801357.02,1885882.96,18.34,3505,1.5
21297_002,801366.01,2245038.44,32,1050,29.145
69029_007,801392.84,2084069.34,12.4,414,1.3075
69256_008,801404.73,2087238.52,16,1380,0.8575
21231_041,801442.3,2261563.07,34.35,3863,3.1425
71003_001,801555.22,2216025.03,36.6,959,49.1125
01343_001,801574.72,2143903.04,42.6,1883,51.86
84007_020,801610.9,1884063.11,42.45,2197,3.6025
01275_003,801612.59,2093162.95,36,1493,7.6075
26211_002,801616.88,1932576.39,21.4,719,22.7375
26362_010,801658.03,1994169.04,15.75,1592,0.5275
84092_001,801715.97,1886683.24,17.5,3172,1.6625
26058_006,801721,1997065,18.5,2836,1.9725
69290_009,801739.27,2082071.48,22.65,1232,2.175
69273_004,801763,2077887,25.55,1007,5.73
55194_001,801768.56,2447753.45,27,87,45.1525
13027_003,801772.2,1879684.99,18,1933,7.86
21481_001,801786.78,2255912.32,22,3420,11.57
69256_005,801799.08,2088737.09,20.45,931,0.985
38318_002,801872.96,2061788.88,31,4201,12.37
21231_026,801876.61,2260793.9,29.5,1979,0.9675
69256_007,801893.22,2089633.24,21,990,1.0125
26362_012,801898.6,1995444.38,27.85,6666,1.5175
21166_001,801928.96,2258886.03,48,6455,3.225
26058_001,801941.46,1999105.6,30.5,2893,18.1125
69029_008,801956.25,2085141.66,22.1,1765,3.9775
55366_002,801969.99,2427589.99,26.6,717,29.6425
69270_002,801999.84,2075114.43,21.8,733,9.0625
69273_002,802000.5,2079259.61,22.3,1600,2.315
69256_002,802012.89,2091064.71,22,1234,3.9775
21223_001,802048.04,2264625.16,27,1590,5.8725
26362_027,802063.16,1996054.3,14.6,1273,0.3825
21295_001,802097,2251005,16,2017,17.18
26362_015,802098,1993354,25,5729,7.005
38459_001,802213,2055988,23,1246,20.505
01333_002,802216,2105872,21.8,1758,29.5775
38558_001,802227.98,2067610.84,27.3,2468,28
21231_042,802344.83,2260001.54,14,2260,0.71
84007_036,802375,1885009,21.5,1854,3.7425
26176_001,802427,1961532,22.5,619,27.5425
21231_012,802447.95,2261562.05,27.65,1972,1.4475
26124_001,802496.24,1986111.18,18.5,3451,32.4525
55132_001,802517.5,2404579.59,23.8,984,22.95
84092_006,802522,1887335.01,41.4,4545,7.905
26058_002,802534,1998057,13.35,2111,1.38
26362_007,802557.98,1994570.98,17.2,2744,0.755
26094_001,802577.7,2023196.47,25,919,24.615
69275_002,802582.97,2088261,19.22,2392,2.2425
69275_003,802591.24,2087532.29,21.1,1523,3.415
21166_004,802605,2257934,22.5,1334,2.28
26362_006,802616.09,1996377.89,47,3764,1.8575
21390_001,802618.05,2256735.69,22,1440,6.5225
21231_011,802657.59,2260706.92,16.5,1840,0.445
69256_004,802658.73,2089762.34,16.7,505,2.905
84092_009,802677,1888660,26.1,651,8.3875
69290_020,802722,2080524,26.7,7472,2.2975
21231_007,802722.24,2262447.04,17,4742,1.67
13027_002,802723.97,1878362.09,10,3477,6.2325
13100_003,802765.14,1865088.74,34.65,2487,50.37
01093_001,802768.51,2127628.08,20.35,2574,19.785
26362_003,802786.01,1995483.99,26.4,4226,1.045
21231_043,802867.6,2263686.27,12.4,2708,1.4
01424_001,802929.13,2100658.1,21.2,1379,26.0925
21278_001,803108.83,2264889.62,17.3,2060,6.335
26362_009,803384.97,1994010.04,17.65,987,1.3875
69029_011,803462.14,2084559.44,20.5,1524,5.7025
21231_030,803492.04,2259361.94,25.65,2072,1.455
84029_001,803500,1911100,15.1,1459,28.5975
26061_001,803557,2019804,27.3,100,5.9075
84129_001,803585.03,1892773.96,31,6432,11.01
84129_005,803590,1895165,26,1255,7.975
69290_019,803600,2080610,25.5,6059,2.3075
55079_001,803600,2415780,29.35,498,32.6075
26196_001,803620,1989300,24.3,1529,15.24
21231_027,803638.98,2262460.05,17.4,5982,1.015
21231_015,803640.71,2260679.7,35.15,5820,1.74
84092_003,803684.01,1887985.97,27.3,2422,3.775
26144_002,803701.05,1973485.78,21,1515,32.3175
71522_001,803750,2185050,25.8,1018,43.105
71158_001,803762.38,2176654.43,24.1,1293,26.8425
26146_001,803771,1938924,16.25,289,14.805
21355_004,803780,2258546,25.5,213,3.03
26362_018,803841,1996318,29,3013,2.1375
84092_007,803875,1889875,12.5,429,3.5925
01376_005,803937,2098507,31,170,13.7275
26038_001,803949.73,2005279.14,20,1721,24.565
69290_014,803963.41,2079042.33,22.1,2142,4.1275
26177_001,804051.01,2017836,16,284,7.6325
84106_001,804080.58,1919986.2,26.2,1498,37.3675
13027_009,804088,1877900,18,803,4.255
21231_018,804119.8,2261656.87,24.12,1783,0.2675
26362_016,804121.48,1997125.88,15.5,1270,2.7475
13027_007,804136,1881062,33,948,19.805
26362_026,804179,1993011,25,505,3.9975
01249_002,804197.71,2096282.73,20.6,2441,12.1125
69275_005,804206.93,2089070.97,21,3616,1.1675
21231_002,804209.16,2260885.53,17.86,1380,0.22
26083_001,804253.56,2028104.34,12.7,295,9.9075
26362_001,804271.98,1995453.98,51.4,4086,7.59
21231_022,804282.99,2261916.98,27.9,4366,0.6425
84129_002,804287.48,1893685.97,17.2,866,3.1275
21231_020,804361.17,2263921.69,18.25,5385,2.045
21231_050,804375.29,2261289.91,22,1905,0.2525
21027_001,804435,2269370,13.6,1283,16.7775
38198_001,804445.01,2040034.02,19.5,1525,30.165
84039_002,804462,1902254,18.3,2728,16.5525
84007_018,804466,1883158,7.3,2133,5.315
69275_004,804506.36,2088097.95,12.2,1730,0.87
84039_001,804517.3,1898730.85,28.5,616,20.5
13097_002,804533.94,1851200.55,26,41,35.905
21231_031,804574.96,2259443.07,14.3,1206,0.5725
21231_032,804613.84,2260486.55,21.1,5130,1.1025
01457_001,804650,2139075,25,2153,30.51
52220_001,804677.42,2326957.01,15,196,11.83
26287_001,804691,1965132,20,55,6.2875
21231_009,804708.07,2261808.93,25.2,2725,0.3075
69283_001,804709.66,2076988.72,22.3,4693,12.265
13039_011,804721.22,1827207.63,30,68,58.6
69290_010,804759.75,2083297.41,17.4,329,4.1675
26177_002,804771,2015542,27,610,15.56
84092_005,804875,1890471,18.8,1115,4.995
08090_001,804920.49,2518639.04,20.5,2143,29.4925
21263_001,805000,2253925,29.5,1592,25.35
69290_017,805055,2082413,29,616,3.57
21231_024,805069.71,2265308.43,21.9,2772,6.2425
84016_001,805175.8,1896951,22.3,2331,8.3
71002_001,805187.84,2198433.15,25,780,26.615
21231_004,805189.15,2262411.52,27.5,3957,0.98
38157_001,805196.23,2062476.95,31,2271,34.035
55186_001,805225,2424410,18.65,1446,18.7675
21231_001,805238.33,2263091.42,22.55,4011,1.0975
21231_021,805267.96,2261444.27,18.7,2735,0.7575
01376_002,805282.95,2095630.15,17.65,2008,3.2275
52123_001,805330,2395805,33.5,1274,31.535
26124_003,805356,1983595,25,578,18.465
